Date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DNH,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Pondy,Bihar,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura,ALL INDIA TOTAL
28/10/2019,95.3,105.7,205.6,59.2,232.8,33.2,24.6,42.6,3.3,85.1,338,202.7,490.5,10.4,18.7,201.2,241.2,255.6,83,337.6,8,71.7,23.7,79.4,129,1.4,2.1,23.4,2.3,5.4,1.6,2.1,3.9,3494.4
29/10/2019,96.5,111.5,213.6,60.2,240.9,33.8,24.1,43.1,3.2,89.8,349.9,205.4,499.3,11.1,18.9,205.1,247.4,256.9,84.5,346.2,8.3,72,24.5,79.6,142,1.4,2,23.9,2.6,5.4,1.7,2.2,3.8,3586.4
30/10/2019,102.4,115.1,215.2,60.7,249.9,34,24.7,46,3.2,89.1,355.9,203.4,479.6,10.9,19,204.3,256.2,256,84.7,347.2,8.3,73.4,24.4,80.3,142.2,1.4,2.2,23.7,2.9,5.4,1.8,2.2,3.8,3604.8
31/10/2019,103.9,116.2,216.8,60.6,256.7,33.7,24.7,44.8,3.1,83.7,364.5,200.5,479,10.6,19.1,201.3,247.4,258.6,85.3,345.6,8.3,74.1,23.9,69.3,141.3,1.4,2.2,24.2,2.9,5.2,1.8,2.1,3.8,3593.5
01/11/2019,105.6,117.4,210.3,63.4,263,34.4,21.5,47.3,3.1,83.6,362.3,195.1,478.2,10.5,18.9,198.5,236.7,251.1,84.5,348.3,8.5,75.2,22.9,64.8,140.2,1.3,2.3,24.2,2.9,5.8,1.8,2.1,3.9,3565.2
02/11/2019,105.7,115.1,202.4,59.1,255.7,33.4,21.1,47.7,2.8,84.4,357.9,191.5,468.2,9.9,18.9,192.9,236.8,244.8,81.7,339.8,8.3,68.6,23.3,71.6,135.2,1.4,2.2,24,2.7,5.8,1.8,2.2,3.8,3495.1
03/11/2019,86.3,93,178.7,46.1,240.8,22.5,13,45.6,2.4,81.6,282.4,182.1,395.6,7.4,13.5,176.7,219.7,226.4,69.9,276.5,6.1,68.2,21.5,66.5,100.4,1,2.1,19,2.4,5.6,1.6,2.2,3.1,3025.3
04/11/2019,96.1,120.7,226.5,74.9,296.5,39.3,28.4,33.6,4.6,77,324.1,245.5,445.4,9.4,18.9,170.4,211,222.7,69.3,294.7,7.1,83.8,24.6,66.2,110.9,2.1,2.2,23.1,2.7,5.9,1.6,2.2,3.5,3421.3
05/11/2019,105.4,123.2,226.8,74.9,289.5,38.9,28.7,38.1,4.7,78.4,257.6,247.7,452.7,10.5,18.1,166.7,211.4,230.7,70.4,287,7.1,82.5,24.8,68.2,113.8,1.9,2.3,22.3,2.6,6,1.6,2.1,3.7,3376.2
06/11/2019,111.4,127.7,233.3,75.4,284,39.1,30.7,43.8,4.6,77.8,273.3,236.9,441.2,10.1,17.9,156,201.5,220.5,70.2,238.5,5.7,80.7,24.9,67.8,111.2,1.9,2.2,20.5,2.7,5.9,1.3,2.1,3.8,3301.1
07/11/2019,112,125.3,225.9,76.4,253.9,39.8,31.1,42.2,4.7,78.8,309.7,214.5,438.8,10,18.2,153.7,200.8,227.3,70.1,227.2,5.2,77.1,25.4,65.6,113.8,1.9,2.3,20.9,3.2,6.1,1.6,2.2,3.7,3265.2
08/11/2019,111.6,125.3,228.1,77.3,260.9,39.1,31.1,49.6,4.6,79.3,322.9,225,431.4,9.5,18,167.5,209.8,233,71.4,246.6,5.4,74.2,25.2,67.9,115,2,2.2,22,2.8,6,1.6,2.3,3.6,3348.5
09/11/2019,110.4,126.1,230.2,73.3,279.8,39.6,31.3,49.9,4.3,72.5,322.1,230.2,431.8,9.3,18.1,169.5,209.8,228.3,72.3,262.1,6.1,73,24.3,68.4,116,1.2,2.2,22.6,2.6,6.1,1.6,2.3,3.5,3377.5
10/11/2019,104.6,115.6,228.2,71.7,271.3,36.7,28.7,50,3.9,78.7,313.5,229.3,426.8,8.7,18.1,170.2,208.6,192.3,67.8,246.7,6,75,24,68.4,107.4,1.6,2.2,22.7,2.6,6.1,1.6,2.2,3.4,3270.5
11/11/2019,78.2,79.7,159.5,52.4,271,20.1,12.1,40.7,2.4,78.2,249.5,177.2,392.2,7.1,2.2,154.9,167.8,198.4,67.9,228.2,4.5,82.8,22.7,72.8,130.3,0.9,1.5,19.2,2.1,3.9,1.5,2.3,3.1,2818.9
12/11/2019,82,83.4,162.7,56.4,282.3,21.3,13.1,40.4,2.6,78.3,260.7,179.9,391.7,7.7,2.4,158.7,164.6,206.6,70.8,239.1,4.7,88.8,24.8,74.8,143.3,1.2,1.6,21.7,2,4.2,1.6,2.3,4,2913
13/11/2019,88.1,88.5,168.6,60.8,290,21.1,12.8,43.2,2.7,78.9,263.5,180.8,392.2,7.7,2.4,160.9,167.4,208.4,70.8,243.8,4.8,91.6,23.5,78.5,151.4,1.2,1.7,21.3,2.4,4.2,1.7,2.2,4.3,2976.5
14/11/2019,84.5,91.5,170.4,62.8,289,22.1,13.3,40.7,2.9,77.5,261.7,180.7,395,7.9,2.4,163,159.7,217,70.6,248.2,4.9,70.3,21.8,77.8,137.6,1.3,1.2,16.4,1.9,3.6,1.3,1.7,3.4,2938.6
15/11/2019,85.4,91.8,169.7,63,293.3,22.5,14,42.9,3,78.3,264.5,182.2,402.2,8.2,2.5,165,157.8,219.8,69.5,252.5,5.1,82.7,23.5,76.2,127.2,1.2,1.3,15.9,1.8,3.7,1.6,1.9,3.2,2968.3
16/11/2019,83.3,89.2,169.2,65.2,290,22.9,14.1,39.7,2.9,83.4,269,188.7,401.9,8.1,2.6,166.6,157.7,219,71,254.9,5.2,82.9,24.6,77.9,130.9,1.2,1.4,15.2,1.9,3.6,1.6,2,3.2,2985.2
17/11/2019,67.8,83.5,170.4,62.1,280.4,21.6,11.8,42.4,2.6,79.5,263.7,182.1,400.2,8.1,2.7,171,152.7,204.4,72.1,259,5.5,81,24.4,69.4,125.8,1.1,1.4,14.9,2,3.8,1.3,2,2.4,2907.8
18/11/2019,99,107.9,212.4,63.2,269,32.9,27.3,36.2,3.3,72.1,308.7,209.1,402.5,12.2,17.7,173.2,160.5,168.5,67.9,286.3,6.5,74.8,23.9,73.3,109,1.2,2.1,23.6,2.3,5.9,1.8,2.2,4.3,3135.4
19/11/2019,98,114.1,214.4,59.9,267.4,33,26.8,38.1,3.2,71.7,314.2,214.7,408.4,12.5,18.1,176,174.7,173.2,69.7,293.5,7.6,71.3,23.6,78.4,115.2,1.3,2,23.8,2.4,5.9,1.7,2.1,3.6,3196.3
20/11/2019,102.6,113.3,215.3,62,268.7,33.7,27.9,39.3,3.5,70.8,314.5,218.5,414.3,12.4,18.1,173.3,176.6,177.3,70.8,295.1,7.6,69.1,23.9,70.4,115.8,1.5,2.2,23.7,2.4,6,1.8,2.1,4,3213.7
21/11/2019,104,114,196.9,63.2,276.1,34,28.5,39.2,3.4,71.2,309.8,221.1,409.9,12.4,18,171.9,183.5,175.6,71.4,297.1,7.6,69.7,24.7,65,112.3,1.4,2.1,23.5,2.4,5.7,1.7,2.2,4.1,3197.9
22/11/2019,101.8,114.4,194.3,60.6,277.4,34.3,27.8,38.8,3.5,71.2,307,222.6,410.3,12.4,18,165.5,194,172.8,72.6,288.3,7.4,72.7,24.7,65.2,117.8,1.3,2,24.7,2.4,5.6,1.7,2.1,4,3193.1
23/11/2019,101.3,110.5,200.5,60.4,272.1,33.3,27.6,41.8,3.3,70.8,313.7,224.7,416.2,12.9,18.2,168.3,192.5,172,72.1,273.6,7.4,71.2,23.8,66.7,115.7,1.4,2.1,24.1,2.5,5.8,1.9,2.2,3.8,3186.8
24/11/2019,93,101.8,203.7,58.5,257.1,30.9,25.3,42,3,70.8,299.7,227,406.7,12,17.7,168.3,189.2,164.1,65.4,260.2,6.7,69.4,23.9,64.2,106.1,1.1,2,22.4,2.5,5.7,1.7,2.1,3.5,3081.9
25/11/2019,110.1,101.3,205.2,69.4,251.6,21.4,16.5,36.1,3,69.2,299.7,180.1,407.7,9.5,7.5,175.6,139.9,192.6,68.6,289.3,7.1,87.5,20.5,74.9,131.3,1.1,1.8,26.5,2.3,4.7,1.7,2.2,4.7,3071.4
26/11/2019,116.2,110.5,204.7,67.7,217,23.5,20.1,40.4,3.2,72.9,305.2,173.9,392.5,10.6,7.8,180.6,142.8,199.4,72.5,303.8,7.7,68.2,20.3,76.9,120,1.3,1.9,27.1,2.4,4.7,1.7,2.3,4.2,3064.8
27/11/2019,114.1,115.6,203.2,71.8,278,26.8,21,42.3,3.3,75.4,305.5,192.6,425.7,10.1,8,178.7,147.5,208.4,72.2,296.7,7,91.4,22.6,80.4,138.7,1.3,1.9,27.5,2.5,4.9,1.6,2.1,4.5,3248
28/11/2019,123.5,121.8,203.5,73.1,312.5,28.6,21.4,43.2,3.4,75,301.9,196,421.3,9.9,7.9,180.5,150.8,214.7,72.7,296.1,7.2,97.8,23.6,80.4,140.3,1.4,2,21.6,2.5,4.7,1.5,2.1,4.6,3313.4
29/11/2019,115,113.6,215.1,72.2,322,28.9,20.7,38.3,3.3,78.7,303.4,202,411.2,9.8,7.8,174.5,154.9,214.5,73.2,302.7,7.3,97.1,22.3,81.9,143.5,1.3,2.2,21.5,2.4,4.7,1.7,2.2,4.1,3320
30/11/2019,121.2,120.4,219.7,72,339.7,30.1,21.9,43.2,3.4,79.4,306.3,202.9,405.5,10,7.5,181.9,156.8,209.5,71.9,303.5,7.6,100.6,23.2,81.2,145.2,1.2,2,22.2,2.3,5.1,1.6,2.1,4.2,3373
01/12/2019,129.8,128.5,225.2,73.3,350.6,30.5,22.4,43.8,3.5,76.5,306.5,205.5,405.1,8.9,7.6,185.5,152.8,204.1,71.2,296.5,7.4,101.9,25.9,81.3,151.7,0.9,1.9,22.1,2.2,5.1,1.5,2.4,4.2,3409.3
02/12/2019,130.1,131.9,243.3,68.5,290.4,37.5,28,50.4,3.9,73.7,329,267.4,457.1,9.5,17.1,180.7,192.4,231.5,73.8,304.3,7.5,77.5,25.9,80.6,119.7,1.9,2.2,22.1,2.5,6.6,1.6,2.3,3.4,3552.3
03/12/2019,129.2,136.6,248.1,69.5,295.5,38.7,29.2,53,4,73.7,343.5,269.9,471.1,11.2,18.5,184.5,210.8,233.9,75.1,310,7.4,77.6,25.2,80,120.9,1.9,2.2,22.6,2.7,6.7,1.6,2.3,3.6,3645.2
04/12/2019,134.2,137.8,249,68.8,288,38.6,28.8,51.8,3.9,78.7,341,271.4,476.8,11.9,18.7,186.4,216.8,237.7,76,311.9,7.7,77.1,24.9,77.8,123.3,1.8,2.2,22.7,3,6.6,1.8,2.2,3.5,3666.4
05/12/2019,131.3,136.9,249,66.8,282.1,37.6,27.1,46.4,3.8,80.9,348.6,271.8,475.8,12,18.7,187.8,223,240.9,78.2,315.1,7.7,76.1,24.6,78.5,122.5,1.9,2.3,23.1,2.9,6.6,1.8,2.3,3.6,3671
06/12/2019,131.4,136.8,248.1,66.8,273.9,37.2,27.2,48.3,3.7,82.6,348.7,271.4,474.7,11.3,18.5,189,225.7,244.6,77.6,324,7.8,75.6,23,73.6,121.7,2,2.2,23.6,2.7,6.7,1.6,2.2,3.8,3669.5
07/12/2019,132.6,136.2,249.3,62.6,278.7,36.7,26.6,48.1,3.5,83.8,347,269.4,474.5,9.9,18.4,189.7,236.2,242,78.5,307.8,7.6,74.8,23.5,71.2,120.6,2,2.3,22.8,2.7,6.6,1.6,2.3,3.6,3655.3
08/12/2019,126.9,129.1,245.5,61.1,286.6,34.3,25.2,48.8,3.2,83.8,335,265.3,461.2,9.3,18,189.7,235.6,225.3,71.9,296.6,6.8,77.4,23.5,71.1,115.9,1.7,2.2,21.4,2.8,6.5,1.6,2.3,3.4,3570.8
09/12/2019,110.7,118.4,222.6,62.8,244.7,34.7,29.4,46,3.6,73.5,328.8,253.5,442.9,12.3,18.6,155.9,182.7,184.5,70.6,258,6.9,67.6,24.4,75.1,110.4,1.7,2.1,21.3,2.5,6.2,1.8,2.1,3.4,3253.2
10/12/2019,114.1,122.1,228.8,62.9,249.2,36.1,29.7,47.2,3.5,74.4,335.5,256,454,12.8,19,159.7,187.2,188,71.5,274.8,7.2,70.3,24.5,76.7,114.3,1.8,2.1,20,2.5,6,1.7,2.1,3.4,3335
11/12/2019,110.8,121,229.9,65.4,253.4,36.4,30.3,46.9,3.7,76.2,332.2,257.5,455.5,12.8,19,163,192.7,196.1,72.5,278.4,7.1,67.9,24.8,76.5,113.5,1.8,2.3,21.1,2.6,6.3,1.7,2.2,3.4,3360.3
12/12/2019,97.8,111.3,211.8,64.8,239.8,36.5,31.2,45.9,4.1,76.9,325.9,243.8,451.3,12.4,19,160.7,197.3,196.6,72.6,287.5,6.5,69.1,24.5,76.4,114.3,1.8,2.1,18.9,2.7,6,1.7,2.2,3.2,3291.1
13/12/2019,94.7,95.7,202.2,66.8,186.8,29.5,29.2,38.9,4.3,75.8,319.3,211,438.7,12.6,18.8,159.3,199.6,204.2,72.4,283.2,7.3,53.8,24,76.2,113.2,1.8,2.1,19,2.6,6,1.7,2.1,3.3,3132
14/12/2019,103.7,110.4,211.4,63.8,229.9,33.4,29.3,44.2,3.8,75.8,317.1,228.5,435.7,12.2,18.6,156.6,200.1,197.7,70.4,256.1,6.8,54.9,23.2,79.8,112,1.7,2,20.1,2.6,5.8,2,2.1,3.4,3189
15/12/2019,97.2,101.7,212.7,62,234.2,32.7,27.6,47.7,3.4,74.2,299.5,220.9,422.9,11.4,18.2,154.2,199.6,178.7,63.4,223.8,6.1,63.9,21.8,75.8,108.3,1.6,2,19.7,2.5,6,1.7,2.1,3.4,3075.1
16/12/2019,92.2,89.9,198.2,58,230.7,31.1,26.4,48.8,3.3,82.7,323.8,223.3,487.6,10.3,18.6,187.7,220.8,253.3,80.3,328.5,7.7,67.3,23.6,73.1,100,1.3,2.2,22.6,2.6,5.7,1.6,2.1,3.9,3383.2
17/12/2019,69.5,69.1,173.4,45.6,223.1,24.3,19.7,47.9,2.8,69.6,253.8,195.8,430.1,8.8,12.5,189.2,222.6,248.6,81.1,326.4,7.1,66.1,23.9,72.4,101.1,1.1,2.1,20.7,2.5,5.4,1.6,2,3.4,3084.5
18/12/2019,78.1,77.1,170.6,53.3,205.3,26.8,23.4,46.2,3.3,72.7,286.4,194.5,465.5,10.1,14.1,192.3,234.2,255.2,82.6,333.6,7.9,65.6,22.8,74.9,114.5,1.4,2,21.4,2.6,5.5,1.7,2.4,3.5,3216.5
19/12/2019,91.1,92.6,193,58.8,214,30,24.3,41.4,3.3,81.3,323.3,202.6,482.4,10.4,17.9,197.4,235.4,257.9,82.9,340.6,8.4,69.3,22.2,75.8,123.8,1.4,2,23.3,2.6,5.4,1.7,2.1,3.8,3391.2
20/12/2019,92.5,100.7,206.4,61.1,207,33.2,23.8,44.4,3.3,77.5,331.2,203.6,482.7,10.3,18.6,200,233.4,259.2,82.5,341.5,8.3,66.9,23.3,76.4,132.2,1.4,2.1,23.6,2.7,5.4,1.7,2.2,4,3434.3
21/12/2019,96,103.4,209.3,58.3,213.3,32.8,25.5,48.8,3.4,77.6,333.1,199.1,476.3,9.9,18.6,198.5,235.9,253.5,81.6,339.2,8.2,52.5,18.1,78.1,129,1.4,2.2,22.8,2.7,5.3,1.7,2.2,3.9,3413.1
22/12/2019,89.2,95.8,205.8,54.9,214.4,31.3,22.7,46.2,3,80.5,321,200.1,466.7,9.6,18.4,196.1,234.4,239,75.6,311.7,7.6,66.8,21,75.4,113.1,1.2,2.2,22.3,2.4,5.8,1.7,2.1,3.9,3316.1
23/12/2019,108.2,125.7,240.7,73.8,294,40.4,30.8,52,4.6,75.2,318.9,238.3,422.9,12.7,18.6,161.9,201,213.2,73.7,290.7,7.2,80.1,24.6,64.2,106.4,2,2.1,22.6,2.6,6.3,1.8,2.2,3.3,3397.2
24/12/2019,112,124.7,242.6,74.5,292.3,40.3,31.3,49.9,4.7,75.8,324.5,242.4,437.2,11,18.9,161.3,209.3,215.4,74.4,291.7,7.4,79.7,24.2,66,109.1,2.1,2.2,22.4,2.6,6.4,1.7,2.2,3.5,3441.8
25/12/2019,112.6,120.2,239,74.7,269.2,40.1,27.9,51.9,4.7,74.2,320.9,227.7,436.9,10.4,18.9,166.8,209.4,216.7,66.7,298.3,6.9,79.5,25.6,64.6,106.8,2.1,2.1,22,2.6,6.5,1.8,2.2,3.9,3390.5
26/12/2019,113.5,126.5,231.5,77.5,276.6,38,28.8,53.8,4.7,69.7,317.8,231.1,428.4,13.5,19,168.6,212.1,225.6,73,298.3,6.4,70.5,23.9,65.2,109.6,2,2.2,23,2.7,6.4,1.8,2.3,3.4,3403
27/12/2019,113,129.7,243.4,79.7,295.1,40.1,30.2,53.2,4.6,67.7,313.9,236.6,427,13.4,17.6,171.5,210.3,226.8,73.4,298.5,7.3,80.2,24.4,65.4,110.9,2,2.2,22.4,2.7,6.5,1.6,2.2,4.1,3454.6
28/12/2019,111.8,128.5,237.6,72.7,288.3,40.7,30.3,52.5,4.4,72.9,327.6,239.8,434.1,13.6,18.6,171.3,212.3,222.3,70.9,298.1,7.2,79.9,24.6,65.2,110,2,2.4,23.1,2.7,6.3,1.6,2.4,3.6,3456.8
29/12/2019,103.6,114.1,240.4,69.3,288,37.2,28.4,47.6,4,74.7,326.9,243.1,425.1,12.2,18.8,170.8,210.1,207.3,63.2,279.3,6.7,82.1,24,65,103.3,1.7,2.3,21.6,2.6,6.4,1.5,2.3,3.5,3364.3
30/12/2019,73.9,74.2,146.2,44.3,236.8,18.4,11.9,40.7,2.2,70.5,231.4,164.4,376.6,6.8,1.8,162,188.2,214.5,65.5,245.5,4.4,74.6,22.7,69.1,140.1,1,1.5,19.1,2.3,3.5,1.5,2.1,3.4,2752
31/12/2019,75.8,75.8,149.5,45.8,241.4,18.5,12.4,40.6,2.2,73.8,240.2,166.2,377.2,7.4,1.9,164.1,179.5,199.8,64.7,247,4.5,73.4,22.7,71.4,134.7,1.3,1.5,20.4,2.4,3.6,1.5,2.1,4,2757.3
01/01/2020,69.6,73.2,148.6,47.6,249,19.1,12.6,43.4,2.3,74.2,242.8,169,381.2,7.3,1.9,160.3,164.2,182,62.8,235.1,4.6,76.5,22.9,69.4,139.9,1.4,1.5,20.3,2.3,3.5,1.5,2,4,2726.9
02/01/2020,72.4,70.3,150.1,46.1,248,19.5,13.3,42.9,2.3,72.4,241.1,168.2,378.2,7.2,2,155.6,165.4,187.8,63.8,237.5,4.7,79.1,20.5,63.8,136.4,1.2,2.1,20.1,2.2,3.6,1.6,2.1,4.5,2716.4
03/01/2020,74,73.8,150.6,47.5,252.4,19.7,13.1,41.2,2.3,77.2,243.8,171.8,383.2,7.2,2,130.6,167.8,186.6,64.2,224.4,4.6,82.8,21,63,124.2,1,2,18.2,2.8,3.3,1.6,2.2,3.4,2695
