Date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DNH,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Pondy,Bihar,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura,ALL INDIA TOTAL
15/03/2020,109,112.5,206.6,68.3,287.1,23.3,16.7,38.3,3.2,74.7,295.5,193.3,409.9,9.7,5.8,157.9,137,187.9,70.5,245.3,6.2,71.3,22,70.2,95.6,1.3,1.7,21.7,2,4,1.4,1.8,4.5,2997.2
16/03/2020,101.7,114.5,216.7,62.5,260.8,33.1,27.9,44.5,3.2,71.6,334.9,248.2,438,12.3,18.3,169.5,178.7,196.3,72,269.1,6.8,66.6,24.4,72.1,107.5,1.5,2.2,22.6,2.5,5.9,1.7,2.1,3.5,3267.9
17/03/2020,100.3,114.2,214.5,63.5,258.2,34.1,28.4,44.2,3.4,72.8,339.2,250.9,442.3,12.3,18.5,169.5,180.8,182.1,73,280.8,7,68.3,24.7,74.4,110.8,1.6,2.1,22.7,2.4,5.7,1.7,2.1,3.4,3283.5
18/03/2020,98,108.2,218.6,62.6,258.4,34.6,28.6,40.1,3.5,71.5,336.5,253.4,441,12.3,18.6,169.9,170.8,185.8,73.5,280.3,7.2,68.7,24.2,73.8,113.4,1.6,2,23.3,2.6,5.8,1.8,2.2,3.6,3270.5
19/03/2020,99.4,100.3,213,62.4,238.2,30.2,28.2,37.9,3.5,71.4,334.7,252.8,443.7,12.5,17.7,168.6,169,190.8,73.8,265.8,7.1,69.3,24.1,74.5,113,1.6,2.1,23.1,2.6,5.5,1.8,2.2,3.6,3218.6
20/03/2020,102.8,109.9,212.3,63.5,236.2,34.2,29.2,44.3,3.5,71.9,336.7,250.3,443.7,12.9,18.4,167.7,168.6,195.3,74.2,264.7,7.3,69,24.3,74.9,114.1,1.5,2.1,22.9,2.4,5.5,1.8,2.2,3.9,3245.7
21/03/2020,101.4,108.5,213.3,60.4,240.5,34.2,29.1,44.1,3.3,71.7,333.5,250.7,445,12.9,18.3,170,167.3,190.9,72,250,6.9,69,24.5,77.5,115.6,1.4,2.2,23,2.5,6,1.8,2.2,3.4,3226.7
22/03/2020,92.9,97.7,210.3,57.2,232.6,30.9,25.8,43.8,3.1,70.5,318.3,246,424.4,12.9,17.7,151.7,159.2,162.3,64.2,211.8,5.8,66.8,23.6,83.8,102.1,1.2,2.1,20.4,2.6,5.9,1.8,2.1,3.4,3024.6
22/03/2020,121.8,120.5,242.6,63.9,259.9,34.9,27.5,48.4,3.4,75.8,356.3,252.2,495.9,10.5,18.7,195,255.1,242.7,77.6,311.6,7.5,64.5,22.2,70.3,116.3,1.4,2.3,20.7,2.6,5.5,1.9,2.1,3.6,3616.6
23/03/2020,124.8,124.7,244.8,63.6,250,35.3,28.9,46.6,3.4,72.2,354.7,249.8,494.2,10.9,18.7,197.6,255.2,250.1,79.3,323.8,7.9,61.2,21,71.7,113.5,1.6,2,22.7,2.5,6,1.9,2.2,3.5,3622.2
24/03/2020,124.9,124.8,245.1,63.8,257.7,35.6,29.2,48.3,3.5,77.2,347.2,250.4,491.4,10.8,18.9,201.2,253.3,249.6,79.7,325.6,8,63.8,22.1,70,115.4,1.7,2.2,19.2,2.5,5.9,1.7,2.3,3.3,3632
25/03/2020,121.8,123,245.7,62.5,250.6,36,29.1,48.8,3.5,79.2,344.5,250.6,493.4,10.9,19.1,199,249.7,252,80.6,328.3,7.9,69,22.3,67.5,119.7,1.5,2.1,21,2.6,5.7,1.6,2.2,3.4,3630.1
26/03/2020,113,123,246.2,63.8,274.9,36,28.8,49,3.5,81.9,362,252.9,492.9,11.1,18.5,200.7,254,253.3,80.5,329.1,7.8,69.8,23.8,69.5,119.9,1.6,2.1,22.7,2.6,5.8,1.7,2.2,3.5,3682.8
27/03/2020,96.9,108,236,60.3,247.3,34.9,27.9,42.7,3.5,83.7,361.6,248.3,484.8,11.6,19.4,200.8,255.9,248,79.2,326.4,7.8,68.2,24.1,69.2,120.5,1.6,2.1,23.1,2.7,5.9,1.6,2.2,3.4,3587.5
28/03/2020,97.8,94.5,230.1,57.9,215.8,31.3,25,46.3,3.4,85.1,346.4,222.4,456.8,11.6,17,194,247.7,224.3,71.9,302.8,7.1,70.8,23.9,67.4,111.1,1.3,2.1,21.1,2.6,5.5,1.7,2.1,3.4,3378
29/03/2020,112.8,125.5,232.5,74.2,280.7,38.8,30,50.8,4.4,78,326.4,246.6,447.6,12.9,18.9,166.1,218.6,203.7,71.9,277.7,6.8,72.2,25.9,65.7,106.8,1.9,2.4,22.8,2.5,6,1.9,2.1,3.3,3419.7
30/03/2020,118.6,131.1,232.8,76.9,276.6,39.1,30.4,51.4,4.5,78.2,329.8,239.7,456.7,13.1,19,167.7,223.4,209,72.5,285.9,6.7,71.6,24.1,66.9,111.8,2,2.2,21.7,2.7,6,1.8,2.2,3.5,3456
31/03/2020,121.2,132.1,235.6,76.9,277.3,40,30,52.5,4.5,78.6,325.4,237.4,447.8,10.9,19,164.5,225.7,204.1,66.9,261.1,6.4,75.4,25.1,65.6,110.3,2,2.2,22.5,2.7,6.4,1.8,2.2,3.7,3416.4
01/04/2020,123.3,134.5,232.7,79.2,293.2,42.2,30.6,52.4,4.9,74.5,324.4,242.8,427.8,13.1,18.9,168.2,222.7,207.2,72.7,272.4,6.8,75.2,24,65.3,109.6,2.2,2.2,22.4,2.6,6.3,1.9,2.3,3.8,3439
02/04/2020,120.9,133.6,235,82,304.8,41.4,30.4,52.5,4.9,75.3,320.9,245.1,428.5,13.5,18.7,172.6,225.7,211.6,74.4,271.4,6.8,77.7,25.1,66.2,107,2.1,2.3,22.8,2.7,6.2,1.7,2.3,3.3,3468.2
03/04/2020,122.1,133,234.6,80.4,297,41.5,30,53.4,4.7,75.8,317.6,246.2,425.5,13.4,18.7,170.1,208.3,208.1,73.6,276.3,6.7,76.1,24.5,70.3,111.1,2.1,2.2,22.4,2.6,6.4,1.7,2.3,3.5,3438.6
04/04/2020,113.8,124.6,231,78,308,39.1,27.5,52.7,4.4,77.2,306.7,246.9,415.3,13.3,18.4,163,204.8,193.3,66.5,259.2,6.2,80.2,25.2,71.6,100.7,1.9,2.1,21.4,2.4,6.2,1.7,2.1,3.4,3345.9
05/04/2020,86.3,93,178.7,46.1,240.8,22.5,13,45.6,2.4,81.6,282.4,182.1,395.6,7.4,13.5,176.7,219.7,226.4,69.9,276.5,6.1,68.2,21.5,66.5,100.4,1,2.1,19,2.4,5.6,1.6,2.2,3.1,3025.3
06/04/2020,74.7,92,171.9,48.7,247.4,21.7,20.5,44.7,2.4,86.4,291,183.4,403.6,6.9,15,181.4,224.9,238.3,75.3,302.6,7,63,23.2,69.1,114.7,1.4,1.9,21.5,2.7,5.8,1.8,2.1,3.5,3113.1
07/04/2020,69.6,85.9,171.4,46,241.6,19.5,15.6,42.8,2.3,80.8,263,178.9,394.4,7.2,12.9,175.4,210.7,231.2,69.9,290.7,5,69.9,23.9,74.7,106.4,1.5,2,21.3,2.6,5.3,1.7,2,3.6,2974.2
08/04/2020,63.1,76.7,161.2,46.1,239.9,18.2,12.8,44.6,2.3,75.2,238.2,160,357.9,6.2,3.2,162.1,207.4,214.9,66.7,256.3,4.2,72.7,24.2,79.1,107.8,1.4,2.1,19.5,2.3,5,1.5,2.1,3.5,2776.5
09/04/2020,66.9,74.7,127.9,44.1,238.9,18,12,43.2,2.3,73.4,207.5,150.3,328,6.9,2.2,159.7,202.5,213.6,65.7,245.9,4.1,73.3,23.2,82.7,111.8,1.3,2,19.1,2.5,4.7,1.6,2.1,3.2,2652.4
10/04/2020,57.6,65.9,105.8,44.4,217.3,17,12.9,42.9,2.4,77,192.3,131.8,348.2,7,2,160.4,202.7,217.4,66.6,244.7,4.1,76.3,23.7,80.7,117,1.3,2,20.6,2.5,4.3,1.8,2.1,3.1,2591.9
11/04/2020,56.1,64.8,123.5,42.4,219.4,16.9,12.6,40.9,2.2,73.6,201.7,142.8,351,6.8,1.7,161,208.6,214.6,67.5,244.5,4.1,67.3,23,82.8,125.2,1.3,1.9,21,2.4,3.7,1.5,2,3.6,2628.5
12/04/2020,105.1,126.4,234.2,77.7,281.2,40,32.2,51,4.5,78.7,324.8,235.9,445.9,9.9,18.3,177.3,211.8,233.6,73.3,283,6.9,78.2,25.3,69,112.2,1.8,2.4,21.5,2.8,6.5,1.9,2.3,3.5,3458.5
13/04/2020,106.5,129.6,240.4,75.9,283.7,41,32.8,51.3,4.3,79.8,327.1,243.1,457.6,10.1,18.6,180.6,216.6,233.8,75.7,294,6.9,79,26.2,68.4,122.3,1.9,2.1,22.9,2.4,6.5,1.6,2.1,3.5,3527.5
14/04/2020,111.2,130.3,238.7,76.6,283.2,39.6,31.3,49.8,4.2,77.1,329.1,242.1,460.2,10.3,18.8,182.4,216.3,234.8,74.9,297.4,7,81.6,25.9,70.3,118.8,1.9,2.1,24.1,2.3,6.6,1.6,2.1,4.5,3533.7
15/04/2020,111,129.6,238.6,75,270.6,39.3,31.6,50.6,4.2,80.8,337.6,242.8,464.3,10.4,18.5,184.3,218.9,233.2,76,302.3,7.1,79.4,25.6,71,118.3,2.1,2.3,22.8,2.7,6.5,1.9,2.5,3.4,3543.6
16/04/2020,112.9,131.6,237.6,76,283.9,39.9,32.1,50.3,4.2,82.2,341.5,250.7,466,10.1,19,182.8,217.2,233.6,76.3,300.3,7.5,79.7,26,69.5,121.4,2.7,2.3,23.1,2.7,6.6,1.9,2.5,3.5,3576.2
17/04/2020,114.3,130.9,245.5,71.4,284.6,39.9,30.1,50.9,4.1,83.7,339.1,255.7,464.7,10,18.7,183,213.6,228.6,74,299.5,7.3,78.7,26.4,70.4,119.1,2.8,2.1,23.2,2.7,6.7,2,2.3,3.4,3566.7
18/04/2020,99.3,116.7,231,60.3,282.3,33.5,26.6,49.9,4.1,80,312.7,254.5,424.1,8.7,14.9,178.7,208,214.7,65.3,270.3,6.3,82.8,26.6,70.1,107.5,2.1,2.3,22.2,2.8,6.5,1.9,2.3,3.3,3346.5
19/04/2020,77.9,86.6,171.8,57.8,280.3,21.6,12.1,46.6,2.5,76.5,261.3,179.6,380.5,7.8,2.7,168.7,143.8,196.4,69.6,253.7,5.4,80.8,24.4,69.7,118.8,1,1.4,15.8,2.5,4,1.4,2,3.3,2861.8
20/04/2020,75.3,86.1,154.1,59.9,268.3,22.1,13.9,45.5,2.6,77.9,265.8,182.2,388.6,8.2,2.9,170.6,145.1,207.4,71.7,255.6,5.7,70.2,22.6,78.2,118.4,1.3,1.4,15.5,2.3,3.7,1.5,2.1,3.4,2864.2
21/04/2020,68.5,84.4,163,56.8,260.2,22.6,13.9,40.4,2.4,70.6,268,185.8,399.1,8.2,3,169.3,142.9,207.2,71.3,255,5.6,64,18.8,64.7,82.4,1.3,1.1,14.8,2.1,3.8,1.4,1.4,3.5,2789
22/04/2020,81.2,89.7,171,58.6,283,23.1,14.4,45.9,2.6,75.1,275.8,189.3,405.7,8.6,3.2,170.1,142.4,207.9,70.7,260.5,5.8,72.8,20.6,63.6,95.1,1.4,1.4,14.3,2.3,4,1.4,2,3.3,2899.6
23/04/2020,83.7,92.4,167.2,59.9,284.4,23.3,14.2,43.9,2.7,75.2,278.9,186.2,410.2,8.9,3.3,170.5,144.9,205.5,70.6,261.7,5.7,75.3,19,67.3,99.8,1.5,1.3,16.8,2.1,4.1,1.4,1.8,2.9,2919.4
24/04/2020,91,94.2,170.6,59.5,293.6,22.8,14.1,44.6,2.8,74.5,280.6,187.9,412.7,9.2,3.4,169.4,146,193.5,69.9,260.8,5.8,71.8,21.1,56.5,93.3,1.5,1.4,16.5,2.2,4.1,1.4,1.8,2.9,2917.3
25/04/2020,91.6,96.6,168,62.2,296.3,23.9,14.6,42.4,2.8,72.5,275.4,183.3,404.4,9.5,3.8,159.1,140.9,198.2,70.3,259,5.6,73.6,22.3,55,97.8,1.4,1.3,17,2.1,4.3,1.4,1.8,2.9,2895.8
26/04/2020,100.8,111.4,208.2,61.5,264.6,33.2,27.3,42.5,3.3,70.8,316.8,232,421.9,12,18.1,175.1,191.5,180.4,72.1,282.8,7.2,68.6,23.8,66.7,110.8,1.3,2.1,22.6,2.5,5.9,1.7,2.3,3.5,3219.6
27/04/2020,100,115,211.8,62.6,268.3,34.1,27.4,43.5,3.4,70.7,318.5,235.2,429.8,12,18,173.8,190.6,183.5,72.6,291.4,7.4,67.8,23.9,73.6,111.2,1.5,2.1,23.6,2.6,5.9,1.8,2.1,3.5,3264.5
28/04/2020,105.3,114.6,214.7,63.6,266.3,34.1,27.7,43.9,3.5,71.1,318.6,238.4,431.3,13.4,18.3,167.6,194.8,186.2,71.5,290.2,7.4,67.5,24.1,74.9,114.1,1.4,2.1,23.2,2.5,6,1.9,2.1,3.5,3281.9
29/04/2020,104.4,116.7,215.5,63.4,266.6,34.6,27.9,44.4,3.4,71.6,326.4,240.6,433.4,13,18.4,168.6,197.2,186.2,71.6,279.1,7.2,68.2,24.3,74.8,112.6,1.8,2.1,23.3,2.5,6,2.2,2.3,4,3289.7
30/04/2020,106.3,116.3,218.7,64,265.9,34.5,27.3,44.5,3.4,72.3,334.4,244,429.8,13,18.3,169.6,190.4,186.4,71.9,273.6,7.2,68.7,24.2,74.1,114.2,1.9,2,23.7,2.4,6,1.7,2.1,3.6,3291.9
01/05/2020,102.7,114.6,220.6,60.4,260,34.7,28.2,43,3.3,71.2,331.3,245,431,13,18.3,169.3,177.5,188,72,267.5,6.9,67.6,24.6,73.8,113.9,1.9,2.1,23.3,2.5,6.2,1.8,2.1,3.6,3256.2
02/05/2020,98.9,105.6,215,58,255.2,31.5,25.7,43.7,2.9,70.8,321.7,246,417.1,11.8,18,167.3,174,176.5,65.8,244.6,6.3,67.8,24.1,72.1,102.9,1.2,2.2,21.7,2.6,6.1,1.8,2.1,3.3,3138.3
03/05/2020,135.7,128.2,220.8,75.7,361.1,28,20.6,43,3.4,75.7,299.7,204.5,404.9,9.1,7.3,177.6,144.2,192.5,63.7,277.3,6.8,101.6,26.3,81.3,149,0.9,1.9,21.5,2.4,4.8,1.5,2.2,4.6,3349.3
04/05/2020,142.3,135.5,225.6,78.7,367.1,30.6,22.4,43.3,3.8,76.3,303.5,205.3,418.3,10.3,7.4,174.1,149.5,169.2,63.3,270.5,7,105.9,26.9,83.4,157.7,1.3,1.9,27.6,2.6,5,1.5,2.1,5.5,3397.1
05/05/2020,143.6,134,231.8,81.3,370.6,31.7,23.6,44.2,3.9,76.2,307,208.3,420.9,10.5,7.9,164.7,151.3,174,65.6,274.7,6.9,102.2,26.5,74.2,148.2,1.2,1.9,30.9,2.6,5.2,1.7,2.1,4.1,3405.4
06/05/2020,145.4,139.8,230,82.3,383.2,32.9,23.8,45.3,4,74.8,308.6,203.8,426.2,10.6,8.1,175.5,159.8,188,70.1,296.7,7.7,93.3,19.3,57.4,75.1,1.2,2,28.4,2.4,5,1.6,2.2,3.7,3374.8
07/05/2020,160.4,142.4,233.5,84.8,382.7,33.7,24.3,43.4,4.2,78,316.6,207.2,434.5,10.6,8.2,186.9,166.9,196.5,71.2,302.2,7.8,81.6,17.4,70,51.5,1.1,2.1,20.2,2.8,4.4,1.5,2.3,3.7,3422.9
08/05/2020,168.2,154.5,237.2,91.7,402.6,35.2,24.8,44.9,4.5,79.2,317.1,209.3,442.1,10.3,8.6,192.3,173.3,201.3,72.4,306.5,8.2,92.5,23.5,77.2,78.3,1.3,2,21.7,2.4,4.7,1.7,2.3,4.1,3569.1
09/05/2020,171,158,244.1,95.2,417.5,36.1,24.1,41.2,4.6,79.4,315.2,216.6,443.5,10.7,8.1,195.9,168.1,201.2,74,311.9,8.1,98.6,27.3,84.5,102.9,1.3,1.5,23.6,2.5,5.1,1.4,2.1,4.7,3655.6
10/05/2020,130.8,138.4,247.1,62.6,289.7,35.7,27,49.1,3.5,85.3,352.8,270.2,484.7,10.2,18.3,193.5,247.4,240,77.3,311.3,6.9,75.3,24,71.6,121,1.8,2.5,22.6,2.7,6.7,1.8,2.3,3.4,3699.2
11/05/2020,129.7,142.3,250.9,64,292.4,36.7,26.9,48.8,3.5,86.9,353,272,493.9,10.3,18.7,197.3,252.5,244.1,77.4,317.5,7.3,74.8,23.9,71.1,125.4,1.8,2.2,22.5,2.6,6.2,1.6,2.3,3.5,3745.3
12/05/2020,120.4,138.8,250.6,65.1,291.2,35.7,28,51.6,3.7,86.5,356.3,272.3,497.9,10.7,18.7,198.1,254.3,247.8,76.5,321.5,7.5,76.1,23.6,73.3,124.2,1.9,2.2,22.4,2.7,6.3,1.6,2.2,3.5,3756.7
13/05/2020,110.3,127.1,246.9,63.6,279.7,36.5,26.9,47,3.6,88.6,363.5,271.7,499.8,10.9,18.5,197.4,250.3,246.6,75.3,319.1,7.5,76.5,23.7,74.6,124.8,1.8,2.3,23.1,2.8,6.3,1.6,2.1,3.2,3718.1
14/05/2020,105.7,107.8,248.9,64.3,234.2,32.8,26.2,50.2,3.4,88.7,334.7,264.2,491.7,10.6,18.4,194.6,254.3,243.4,74.7,314.8,7.7,76.2,24.5,71.5,130,1.8,2.1,22.9,2.8,6.1,1.6,2.1,3.4,3599.1
15/05/2020,118,115.6,247.3,60.7,247.1,34.6,26.8,49.5,3.3,88.1,349.9,255.9,489.1,10.6,18.5,194.6,252.2,236.8,76.9,316.4,7.4,64,24.3,71.6,124.9,1.7,2,22.8,2.6,6,1.7,2.1,3.4,3609.3
16/05/2020,114.3,112.1,236.3,59.4,250.7,32.7,25.8,47.6,3.1,86,341.7,252,477.6,9.4,18.4,191.3,249.5,230,71.1,291,7.2,70.2,23.6,70.6,113.2,1.4,2.1,20,2.6,5.9,1.6,2.2,3.2,3506.4
17/05/2020,103,114.3,217.9,67.6,243.5,37.1,29.7,48.8,4.2,72.7,307.5,221.8,434.9,12.5,18.5,155.9,204.5,195.5,68.7,255.2,6.8,64.1,22.4,68.4,109.9,1.7,2.1,20.9,2.5,6,1.8,2.1,3.4,3200.5
18/05/2020,105,119.2,222.5,70.2,253.5,38.5,30,48.9,4.2,75.8,309.1,223.8,445.4,12.7,18.6,158.2,208.6,198.9,67.1,266.2,7,65.4,24.2,68.9,112.9,1.8,2.1,21.2,2.6,5.9,1.8,2.1,3.5,3273
19/05/2020,109.4,120.7,223.2,70.2,263.3,39.3,31.5,50.2,4.4,76.2,316.4,224.1,444.6,12.4,18.8,160.2,211.7,196.4,69.8,270.6,7.1,71,23.9,69.3,111.2,1.8,2.1,22,2.6,6,1.8,2.2,3.5,3314.9
20/05/2020,107.5,122.4,227.8,73.2,266.5,39.4,31.1,48.1,4.5,76.8,329.4,230.9,444.1,11.5,18.8,166.5,215.6,202.9,71.2,274.3,7.1,67.3,24,66.7,112.4,1.9,2,20.9,2.5,6,1.6,2,3.6,3356.3
21/05/2020,114,125.4,234.8,74.8,271.7,38.8,30.4,50.9,4.4,77.9,332.8,236.3,443.7,11.5,18.6,167.6,214.2,204.9,71.7,281.8,7.1,71.7,24.6,67,109.4,1.9,2.1,22.1,2.8,6.1,1.9,2.2,3.4,3404.2
22/05/2020,114.7,124.1,233.4,70.7,267.8,38.5,30.3,48,4.3,77,329.7,239.5,443.6,12.7,18.7,167.4,216.1,202.6,70,268.8,6.9,71.5,25.2,65.8,112.6,1.9,2.2,22.1,2.6,6.2,1.9,2.2,3.5,3380.7
23/05/2020,111.3,115.8,227.9,70,266.1,36,28.2,50.6,3.9,79.7,316,240.9,431,11.9,18.5,164.8,216.4,192.6,64.7,254.8,6.3,73.4,25.3,66.4,104.1,1.7,2.1,20.3,2.5,5.9,1.9,2.1,3.5,3294.5